csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
135,I perform mental rituals to cancel out bad thoughts,OCD,i perform mental rituals to cancel out bad thoughts,51,9,"['perform', 'mental', 'rituals', 'cancel', 'bad', 'thoughts']",perform mental rituals cancel bad thoughts,3,6,perform mental rituals cancel bad thoughts
136,I feel guilty for things that are completely out of my control,Depression,i feel guilty for things that are completely out of my control,62,12,"['feel', 'guilty', 'things', 'completely', 'control']",feel guilty things completely control,7,5,feel guilty things completely control
137,I need constant reassurance from others to feel okay,Anxiety,i need constant reassurance from others to feel okay,52,9,"['need', 'constant', 'reassurance', 'others', 'feel', 'okay']",need constant reassurance others feel okay,3,6,need constant reassurance others feel okay
138,"I feel grounded and stable, which is a wonderful feeling",Normal,i feel grounded and stable which is a wonderful feeling,55,10,"['feel', 'grounded', 'stable', 'wonderful', 'feeling']",feel grounded stable wonderful feeling,5,5,feel grounded stable wonderful feeling
139,"My self-esteem soars to the sky, then plummets to the ground",Bipolar,my selfesteem soars to the sky then plummets to the ground,58,11,"['selfesteem', 'soars', 'sky', 'plummets', 'ground']",selfesteem soars sky plummets ground,6,5,selfesteem soars sky plummets ground
140,Deadlines don't feel real until the panic of the last minute,ADHD,deadlines dont feel real until the panic of the last minute,59,11,"['deadlines', 'dont', 'feel', 'real', 'panic', 'last', 'minute']",deadlines dont feel real panic last minute,4,7,deadlines dont feel real panic last minute
141,"I feel detached from my own memories, like I'm watching a movie",PTSD,i feel detached from my own memories like im watching a movie,61,12,"['feel', 'detached', 'memories', 'like', 'im', 'watching', 'movie']",feel detached memories like im watching movie,5,7,feel detached memories like im watching movie
142,I spend hours each day on compulsions I know are irrational,OCD,i spend hours each day on compulsions i know are irrational,59,11,"['spend', 'hours', 'day', 'compulsions', 'know', 'irrational']",spend hours day compulsions know irrational,5,6,spend hours day compulsions know irrational
143,My mind feels foggy and I can't concentrate on simple tasks,Depression,my mind feels foggy and i cant concentrate on simple tasks,58,11,"['mind', 'feels', 'foggy', 'cant', 'concentrate', 'simple', 'tasks']",mind feels foggy cant concentrate simple tasks,4,7,mind feels foggy cant concentrate simple tasks
144,I get dizzy and lightheaded when my anxiety spikes,Anxiety,i get dizzy and lightheaded when my anxiety spikes,50,9,"['get', 'dizzy', 'lightheaded', 'anxiety', 'spikes']",get dizzy lightheaded anxiety spikes,4,5,get dizzy lightheaded anxiety spikes
145,I feel a deep sense of purpose in my daily work,Normal,i feel a deep sense of purpose in my daily work,47,11,"['feel', 'deep', 'sense', 'purpose', 'daily', 'work']",feel deep sense purpose daily work,5,6,feel deep sense purpose daily work
146,I talk over people with a flood of ideas when I'm manic,Bipolar,i talk over people with a flood of ideas when im manic,54,12,"['talk', 'people', 'flood', 'ideas', 'im', 'manic']",talk people flood ideas im manic,6,6,talk people flood ideas im manic
147,I'm so impulsive I make big decisions without thinking them through,ADHD,im so impulsive i make big decisions without thinking them through,66,11,"['im', 'impulsive', 'make', 'big', 'decisions', 'without', 'thinking']",im impulsive make big decisions without thinking,4,7,im impulsive make big decisions without thinking
148,I have outbursts of anger that seem to come from nowhere,PTSD,i have outbursts of anger that seem to come from nowhere,56,11,"['outbursts', 'anger', 'seem', 'come', 'nowhere']",outbursts anger seem come nowhere,6,5,outbursts anger seem come nowhere
149,I have to tap the table three times before I can sit down,OCD,i have to tap the table three times before i can sit down,57,13,"['tap', 'table', 'three', 'times', 'sit']",tap table three times sit,8,5,tap table three times sit
150,I pretend to be happy at work so nobody asks questions,Depression,i pretend to be happy at work so nobody asks questions,54,11,"['pretend', 'happy', 'work', 'nobody', 'asks', 'questions']",pretend happy work nobody asks questions,5,6,pretend happy work nobody asks questions
151,"I am constantly on edge, waiting for something terrible to happen",Anxiety,i am constantly on edge waiting for something terrible to happen,64,11,"['constantly', 'edge', 'waiting', 'something', 'terrible', 'happen']",constantly edge waiting something terrible happen,5,6,constantly edge waiting something terrible happen
152,I feel good about the progress I've been making in my life,Normal,i feel good about the progress ive been making in my life,57,12,"['feel', 'good', 'progress', 'ive', 'making', 'life']",feel good progress ive making life,6,6,feel good progress ive making life
153,"After days of no sleep, I crashed and slept for 16 hours straight",Bipolar,after days of no sleep i crashed and slept for hours straight,61,12,"['days', 'sleep', 'crashed', 'slept', 'hours', 'straight']",days sleep crashed slept hours straight,6,6,days sleep crashed slept hours straight
154,I forget appointments and important dates constantly,ADHD,i forget appointments and important dates constantly,52,7,"['forget', 'appointments', 'important', 'dates', 'constantly']",forget appointments important dates constantly,2,5,forget appointments important dates constantly
155,My negative view of the world started after the trauma,PTSD,my negative view of the world started after the trauma,54,10,"['negative', 'view', 'world', 'started', 'trauma']",negative view world started trauma,5,5,negative view world started trauma
156,I rewrite emails again and again to make them 'perfect',OCD,i rewrite emails again and again to make them perfect,53,10,"['rewrite', 'emails', 'make', 'perfect']",rewrite emails make perfect,6,4,rewrite emails make perfect
157,I've started sleeping 12 hours a day but still feel exhausted,Depression,ive started sleeping hours a day but still feel exhausted,57,10,"['ive', 'started', 'sleeping', 'hours', 'day', 'still', 'feel', 'exhausted']",ive started sleeping hours day still feel exhausted,2,8,ive started sleeping hours day still feel exhausted
158,I avoid social events because my anxiety is too overwhelming,Anxiety,i avoid social events because my anxiety is too overwhelming,60,10,"['avoid', 'social', 'events', 'anxiety', 'overwhelming']",avoid social events anxiety overwhelming,5,5,avoid social events anxiety overwhelming
159,Woke up feeling optimistic and ready to tackle my to-do list,Normal,woke up feeling optimistic and ready to tackle my todo list,59,11,"['woke', 'feeling', 'optimistic', 'ready', 'tackle', 'todo', 'list']",woke feeling optimistic ready tackle todo list,4,7,woke feeling optimistic ready tackle todo list
160,My thoughts race so fast I can't form a coherent sentence,Bipolar,my thoughts race so fast i cant form a coherent sentence,56,11,"['thoughts', 'race', 'fast', 'cant', 'form', 'coherent', 'sentence']",thoughts race fast cant form coherent sentence,4,7,thoughts race fast cant form coherent sentence
161,I can hyperfocus on a video game for 8 hours and forget to eat,ADHD,i can hyperfocus on a video game for hours and forget to eat,60,13,"['hyperfocus', 'video', 'game', 'hours', 'forget', 'eat']",hyperfocus video game hours forget eat,7,6,hyperfocus video game hours forget eat
162,I feel intense shame and blame myself for what happened,PTSD,i feel intense shame and blame myself for what happened,55,10,"['feel', 'intense', 'shame', 'blame', 'happened']",feel intense shame blame happened,5,5,feel intense shame blame happened
163,I need to have all the labels on cans facing forward in the pantry,OCD,i need to have all the labels on cans facing forward in the pantry,66,14,"['need', 'labels', 'cans', 'facing', 'forward', 'pantry']",need labels cans facing forward pantry,8,6,need labels cans facing forward pantry
164,I cry often but I can't explain why I'm so sad,Depression,i cry often but i cant explain why im so sad,44,11,"['cry', 'often', 'cant', 'explain', 'im', 'sad']",cry often cant explain im sad,5,6,cry often cant explain im sad
165,I get heart palpitations when I have to speak in a group,Anxiety,i get heart palpitations when i have to speak in a group,56,12,"['get', 'heart', 'palpitations', 'speak', 'group']",get heart palpitations speak group,7,5,get heart palpitations speak group
166,I feel mentally sharp and clear today,Normal,i feel mentally sharp and clear today,37,7,"['feel', 'mentally', 'sharp', 'clear', 'today']",feel mentally sharp clear today,2,5,feel mentally sharp clear today
167,I feel so irritable and agitated that everyone annoys me,Bipolar,i feel so irritable and agitated that everyone annoys me,56,10,"['feel', 'irritable', 'agitated', 'everyone', 'annoys']",feel irritable agitated everyone annoys,5,5,feel irritable agitated everyone annoys
168,I lose my phone and keys at least twice a day,ADHD,i lose my phone and keys at least twice a day,45,11,"['lose', 'phone', 'keys', 'least', 'twice', 'day']",lose phone keys least twice day,5,6,lose phone keys least twice day
169,I can't form close relationships because I don't trust anyone,PTSD,i cant form close relationships because i dont trust anyone,59,10,"['cant', 'form', 'close', 'relationships', 'dont', 'trust', 'anyone']",cant form close relationships dont trust anyone,3,7,cant form close relationships dont trust anyone
170,I count the tiles on the floor when I walk,OCD,i count the tiles on the floor when i walk,42,10,"['count', 'tiles', 'floor', 'walk']",count tiles floor walk,6,4,count tiles floor walk
171,Socializing feels draining; I prefer to be alone,Depression,socializing feels draining i prefer to be alone,47,8,"['socializing', 'feels', 'draining', 'prefer', 'alone']",socializing feels draining prefer alone,3,5,socializing feels draining prefer alone
172,"My mind is a browser with 100 tabs open, all playing audio",Anxiety,my mind is a browser with tabs open all playing audio,53,11,"['mind', 'browser', 'tabs', 'open', 'playing', 'audio']",mind browser tabs open playing audio,5,6,mind browser tabs open playing audio
